X,Y,OBJECTID,ID_MP,MP_INT_RTE_NAME,ROUTEID,COUNTY,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,MUN_SORT,ROAD_NAME,SPEED_LIMIT,ROUTEID_RH,COUNTY_NAME
-76.588773293375212,38.627862698764005,67,0.04,SPEED LIMIT 25 MPH,04000CO01846  01SS**************,4,CO,1846,  ,0,RED OAK DR,25,04000CO01846--1-----,CALVERT
-76.598911301481067,38.559808318023265,68,11.75,SPEED LIMIT 45 MPH,04000MD00002  09SS**************,4,MD,2,  ,0,SOLOMONS ISLAND RD (SB/L),45,04000MD00002--2-----,CALVERT
-76.65720709275493,38.761089362727652,69,0.24,SPEED LIMIT 55 MPH,04000MD00004  09SS**************,4,MD,4,  ,0,SOUTHERN MD BLVD (SB/L),55,04000MD00004--2-----,CALVERT
-76.541063219764993,38.696418838526078,70,8.043,SPEED LIMIT 30 MPH,04000MD00260  01EE**************,4,MD,260,  ,0,CHESAPEAKE BEACH RD,30,04000MD00260--1-----,CALVERT
-76.589556043991308,38.494347210003511,71,1.99,SPEED LIMIT 50 MPH,04000MD00506  01EE**************,4,MD,506,  ,0,SIXES RD,50,04000MD00506--1-----,CALVERT
-76.428281545949091,38.355815999598029,72,2.896,SPEED LIMIT 40 MPH,04000MD00760  01NN**************,4,MD,760,  ,0,ROUSBY HALL RD,40,04000MD00760--1-----,CALVERT
-77.73721252345949,39.627913600312304,73,5.528,SPEED LIMIT 25 MPH,21000US00011  01NN**************,21,US,11,  ,0,MIDDLEBURG PIKE,25,21000US00011--1-----,WASHINGTON
-77.872982062039824,39.633281651993478,74,3.486,SPEED LIMIT 35 MPH,21000MD00068  01EE**************,21,MD,68,  ,0,CLEARSPRING RD,35,21000MD00068--1-----,WASHINGTON
-77.770877576841386,39.649786568969283,75,0.38,SPEED LIMIT 35 MPH,21000MD00144WA01EE**************,21,MD,144,WA,0,WASHINGTON ST,35,21000MD00144WA1-----,WASHINGTON
-77.723575451557878,39.649453062728085,76,7.615,SPEED LIMIT 30 MPH,21000US00011  01NN**************,21,US,11,  ,0,MIDDLEBURG PIKE,30,21000US00011--1-----,WASHINGTON
-77.704989969489489,39.605062581546051,77,2.743,SPEED LIMIT 30 MPH,21000US00040AL01EE**************,21,US,40,AL,0,E BALTIMORE ST,30,21000US00040AL1-----,WASHINGTON
-78.187461380535908,39.711512202538593,78,0.09,SPEED LIMIT 35 MPH,21000US00522  09SS**************,21,US,522,  ,0,WARFORDSBURG RD (SB/L),35,21000US00522--2-----,WASHINGTON
-77.665161511162864,39.500720697719508,79,0.015,SPEED LIMIT 25 MPH,21012MU00184  01SS**************,21,MU,184,  ,12,CHIEFTAN LA,25,21012MU00184--1-----,WASHINGTON
-75.602253464570595,38.389998586769764,80,0.833,SPEED LIMIT 35 MPH,22000CO00420  01NN**************,22,CO,420,  ,0,JERSEY RD,35,22000CO00420--1-----,WICOMICO
-77.745188933463453,39.662283643283089,81,0.315,SPEED LIMIT 30 MPH,21073MU00885  01SS**************,21,MU,885,  ,73,GARLAND GROH BLVD,30,21073MU00885--1-----,WASHINGTON
-77.758618728994747,39.659747903477253,82,0.791,SPEED LIMIT 30 MPH,21073MU03016  01WW**************,21,MU,3016,  ,73,HAGERS CROSSING DR,30,21073MU03016--1-----,WASHINGTON
-77.740561091597414,39.669911707348625,83,0.015,SPEED LIMIT 25 MPH,21073MU07731  01EE**************,21,MU,7731,  ,73,WOLFPACK WAY,25,21073MU07731--1-----,WASHINGTON
-75.559120666659069,38.324435065196177,84,3.785,SPEED LIMIT 40 MPH,22000MD00012  01NN**************,22,MD,12,  ,0,SNOW HILL RD,40,22000MD00012--1-----,WICOMICO
-75.476433293276315,38.453730077084977,85,15.28,SPEED LIMIT 50 MPH,22000MD00054  01EE**************,22,MD,54,  ,0,W STATE ST,50,22000MD00054--1-----,WICOMICO
-75.340045933867756,38.388975688770842,86,13.61,SPEED LIMIT 50 MPH,22000MD00346  01EE**************,22,MD,346,  ,0,OLD OCEAN CITY RD,50,22000MD00346--1-----,WICOMICO
-75.571440606233239,38.373855220268489,87,0.66,SPEED LIMIT 40 MPH,22000MD00346  01EE**************,22,MD,346,  ,0,OLD OCEAN CITY RD,40,22000MD00346--1-----,WICOMICO
-75.684138752897397,38.42253616727568,88,6.14,SPEED LIMIT 30 MPH,22000MD00347  01NN**************,22,MD,347,  ,0,N MAIN ST,30,22000MD00347--1-----,WICOMICO
-75.698807432104999,38.410092741302208,89,4.94,SPEED LIMIT 40 MPH,22000MD00347  01NN**************,22,MD,347,  ,0,N MAIN ST,40,22000MD00347--1-----,WICOMICO
-75.565911155859226,38.429965433151274,90,0.11,SPEED LIMIT 50 MPH,22000MD00675B 01WW**************,22,MD,675,B ,0,BI STATE BLVD,50,22000MD00675B-1-----,WICOMICO
-75.559186505982865,38.392857975337662,91,4.79,SPEED LIMIT 65 MPH,22000US00013  09SS**************,22,US,13,  ,0,N SALISBURY BLVD (SB/L),65,22000US00013--2-----,WICOMICO
-75.56522825568193,38.419670993374268,92,2.5,SPEED LIMIT 45 MPH,22000US00013  09SS**************,22,US,13,  ,0,N SALISBURY BLVD (SB/L),45,22000US00013--2-----,WICOMICO
-75.574300217768737,38.393003159343046,93,7.78,SPEED LIMIT 45 MPH,22000US00013BU01NN**************,22,US,13,BU,0,N FRUITLAND BLVD,45,22000US00013BU1-----,WICOMICO
-75.583140579802262,38.384269701668146,94,1.14,SPEED LIMIT 35 MPH,22000US00013BU09SS**************,22,US,13,BU,0,N FRUITLAND BLVD (SB/L),35,22000US00013BU2-----,WICOMICO
-75.621269086048144,38.386915236533603,95,1.281,SPEED LIMIT 50 MPH,22000US00050BU01EE**************,22,US,50,BU,0,W SALISBURY PKWY,50,22000US00050BU1-----,WICOMICO
-75.605743292786926,38.366501983814821,96,3.035,SPEED LIMIT 35 MPH,22000US00050BU01EE**************,22,US,50,BU,0,W SALISBURY PKWY,35,22000US00050BU1-----,WICOMICO
-75.622445035552275,38.389291381249244,97,5.76,SPEED LIMIT 55 MPH,22000US00050BU09WW**************,22,US,50,BU,0,E SALISBURY PKWY (WB/L),55,22000US00050BU2-----,WICOMICO
-75.597499548645985,38.370981789133502,98,0.047,SPEED LIMIT 25 MPH,22133MU01331  01EE**************,22,MU,1331,  ,133,E ISABELLA ST,25,22133MU01331--1-----,WICOMICO
-75.59336685187634,38.354080045859661,99,0.377,SPEED LIMIT 25 MPH,22133MU02450  01SS**************,22,MU,2450,  ,133,ROGER ST,25,22133MU02450--1-----,WICOMICO
-75.106499290645331,38.331943242245728,100,0.44,SPEED LIMIT 30 MPH,23000CO00186  01NN**************,23,CO,186,  ,0,GOLF COURSE RD,30,23000CO00186--1-----,WORCESTER
-75.385891213644314,38.163015422923934,101,11.51,SPEED LIMIT 30 MPH,23000MD00012  01NN**************,23,MD,12,  ,0,SNOW HILL RD,30,23000MD00012--1-----,WORCESTER
-75.40523842125954,38.057353613856556,102,3.67,SPEED LIMIT 50 MPH,23000MD00012  01NN**************,23,MD,12,  ,0,SNOW HILL RD,50,23000MD00012--1-----,WORCESTER
-77.074160885565561,39.029247032368147,103,0.5,SPEED LIMIT 25 MPH,15000MD00192  01EE**************,15,MD,192,  ,0,CAPITOL VIEW AVE,25,15000MD00192--1-----,MONTGOMERY
-77.104108563876352,38.977249856945413,104,5.67,SPEED LIMIT 35 MPH,15000MD00191  01NN**************,15,MD,191,  ,0,BRADLEY BLVD,35,15000MD00191--1-----,MONTGOMERY
-77.133354569915383,39.002755342244193,105,4.06,SPEED LIMIT 35 MPH,15000MD00191  09SS**************,15,MD,191,  ,0,BRADLEY LA (SB/L),35,15000MD00191--2-----,MONTGOMERY
-77.107612883714879,38.977341544196349,106,1.66,SPEED LIMIT 30 MPH,15000MD00191  09SS**************,15,MD,191,  ,0,BRADLEY LA (SB/L),30,15000MD00191--2-----,MONTGOMERY
-76.925178170303241,39.110690230396983,107,3.834,SPEED LIMIT 40 MPH,15000MD00198  01EE**************,15,MD,198,  ,0,OLD COLUMBIA PIKE,40,15000MD00198--1-----,MONTGOMERY
-77.017753075439458,38.979156053291007,108,0.073,SPEED LIMIT 30 MPH,15000MD00320  01NN**************,15,MD,320,  ,0,PINEY BRANCH RD,30,15000MD00320--1-----,MONTGOMERY
-77.102150427898138,39.01990351250393,109,4.2,SPEED LIMIT 45 MPH,15000MD00355  01NN**************,15,MD,355,  ,0,ROCKVILLE PIKE,45,15000MD00355--1-----,MONTGOMERY
-77.142844582782601,39.079638313643507,110,8.96,SPEED LIMIT 30 MPH,15000MD00355  01NN**************,15,MD,355,  ,0,ROCKVILLE PIKE,30,15000MD00355--1-----,MONTGOMERY
-77.307581390949068,39.270794626988838,111,25.62,SPEED LIMIT 40 MPH,15000MD00355  01NN**************,15,MD,355,  ,0,ROCKVILLE PIKE,40,15000MD00355--1-----,MONTGOMERY
-77.031483776048205,38.992726771182816,112,3.784,SPEED LIMIT 30 MPH,15000MD00410  01EE**************,15,MD,410,  ,0,PHILADELPHIA AVE,30,15000MD00410--1-----,MONTGOMERY
-77.086065660646327,38.986163639474022,113,0.48,SPEED LIMIT 30 MPH,15000MD00410  01EE**************,15,MD,410,  ,0,PHILADELPHIA AVE,30,15000MD00410--1-----,MONTGOMERY
-77.047942843431144,38.995328840171133,114,3.49,SPEED LIMIT 35 MPH,15000MD00410  09WW**************,15,MD,410,  ,0,BURLINGTON AVE (WB/L),35,15000MD00410--2-----,MONTGOMERY
-76.994926941562156,39.136234372257761,115,12.124,SPEED LIMIT 40 MPH,15000MD00650  01NN**************,15,MD,650,  ,0,NEW HAMPSHIRE AVE,40,15000MD00650--1-----,MONTGOMERY
-76.978539383669101,39.012492590591663,116,2.76,SPEED LIMIT 40 MPH,15000MD00650  01NN**************,15,MD,650,  ,0,NEW HAMPSHIRE AVE,40,15000MD00650--1-----,MONTGOMERY
-76.95823047564329,39.061309742364053,117,0.24,SPEED LIMIT 40 MPH,15000MD00929B 01SS**************,15,MD,929,B ,0,CHERRY HILL RD,40,15000MD00929B-1-----,MONTGOMERY
-77.281255552777168,39.167394704511267,118,0.045,SPEED LIMIT 35 MPH,15000OP06221  09NN**************,15,OP,6221,  ,0,FATHER HURLEY BLVD (NB/L),35,15000OP06221--2-----,MONTGOMERY
-77.14037631960565,39.080481366478615,119,0.041,SPEED LIMIT 30 MPH,15000RP00028  02WWMD22        02,15,RP,28,  ,0,RAMP 2 FR MD 28 WB TO STONESTREET AVE,30,15000RP00028--102202,MONTGOMERY
-76.941345183709203,39.09127161367725,120,9.129,SPEED LIMIT 55 MPH,15000US00029  01NN**************,15,US,29,  ,0,GEORGIA AVE,55,15000US00029--1-----,MONTGOMERY
-77.202237100237397,39.142665733442236,121,0.03,SPEED LIMIT 30 MPH,15063MU00077  01EE**************,15,MU,77,  ,63,E DIAMOND AVE,30,15063MU00077--1-----,MONTGOMERY
-77.197804844964892,39.141296022804411,122,12.582,SPEED LIMIT 25 MPH,15063MU00681  01EE**************,15,MU,681,  ,63,W DIAMOND AVE,25,15063MU00681--1-----,MONTGOMERY
-76.998955423877391,38.985359000797615,123,0.44,SPEED LIMIT 25 MPH,15143MU00460  01NN**************,15,MU,460,  ,143,FLOWER AVE,25,15143MU00460--1-----,MONTGOMERY
-77.019843235916682,38.979652250403738,124,0.04,SPEED LIMIT 25 MPH,15143MU01220  01NN**************,15,MU,1220,  ,143,TAKOMA AVE,25,15143MU01220--1-----,MONTGOMERY
-76.851561577722705,38.937495499918121,125,0.082,SPEED LIMIT 25 MPH,16000CO00171  01WW**************,16,CO,171,  ,0,ARDMORE RD,25,16000CO00171--1-----,PRINCE GEORGE'S
-76.840271506316128,38.896437449499693,126,2.22,SPEED LIMIT 30 MPH,16000CO03465  01NN**************,16,CO,3465,  ,0,HARRY S TRUMAN DR,30,16000CO03465--1-----,PRINCE GEORGE'S
-76.835710777584964,38.886906676549415,127,0.66,SPEED LIMIT 40 MPH,16000CO03465  09SS**************,16,CO,3465,  ,0,HARRY S TRUMAN DR (SB/L),40,16000CO03465--2-----,PRINCE GEORGE'S
-76.801770010581123,38.997479168294156,128,0.043,SPEED LIMIT 30 MPH,16000CO03641  01NN**************,16,CO,3641,  ,0,SPRINGFIELD RD,30,16000CO03641--1-----,PRINCE GEORGE'S
-76.987744577590661,38.955113310376362,129,0.06,SPEED LIMIT 30 MPH,16000CO05778  01NN**************,16,CO,5778,  ,0,SARGENT RD,30,16000CO05778--1-----,PRINCE GEORGE'S
-76.862529590523508,38.739793215939265,130,0.04,SPEED LIMIT 25 MPH,16000CO07135  01NN**************,16,CO,7135,  ,0,KITTAMA DR,25,16000CO07135--1-----,PRINCE GEORGE'S
-76.775219678928181,38.703428382615201,131,0.03,SPEED LIMIT 25 MPH,16000CO07153  01NN**************,16,CO,7153,  ,0,DANIELLE DR,25,16000CO07153--1-----,PRINCE GEORGE'S
-77.012838210162045,38.796017076164155,132,1.852,SPEED LIMIT 55 MPH,16000IS00095  01NN**************,16,IS,95,  ,0,NO NAME,55,16000IS00095--1-----,PRINCE GEORGE'S
-76.906540434133092,39.070586546554587,133,0.508,SPEED LIMIT 55 MPH,16000IS00095CN03NN**************,16,IS,95,CN,0,IS 95 NB CD LANE FR MD 200 TO MD 198,55,16000IS00095CN1-----,PRINCE GEORGE'S
-76.966087340544206,39.018787369100778,134,1.33,SPEED LIMIT 55 MPH,16000IS00495  09WW**************,16,IS,495,  ,0,CAPITAL BELTWAY (WB/L),55,16000IS00495--2-----,PRINCE GEORGE'S
-76.715755049213939,38.951307913544632,135,0.263,SPEED LIMIT 30 MPH,16000MD00003F 01EE**************,16,MD,3,F ,0,GOVERNOR BRIDGE RD,30,16000MD00003F-1-----,PRINCE GEORGE'S
-76.943391759725472,38.862794351118133,136,0.2,SPEED LIMIT 55 MPH,16000MD00004  09SS**************,16,MD,4,  ,0,STEPHANIE ROPER HWY (SB/L),55,16000MD00004--2-----,PRINCE GEORGE'S
-76.953618259971634,38.989438165425838,137,2.465,SPEED LIMIT 45 MPH,16000MD00193  01EE**************,16,MD,193,  ,0,UNIVERSITY BLVD,45,16000MD00193--1-----,PRINCE GEORGE'S
-76.892820933719307,38.995917117727281,138,6.23,SPEED LIMIT 45 MPH,16000MD00193  01EE**************,16,MD,193,  ,0,UNIVERSITY BLVD,45,16000MD00193--1-----,PRINCE GEORGE'S
-76.912469297940277,38.627627254275623,139,0.12,SPEED LIMIT 35 MPH,08000MD00228  09WW**************,8,MD,228,  ,0,BERRY RD (WB/L),35,08000MD00228--2-----,CHARLES
-76.985629534678381,38.987513019030366,140,0.47,SPEED LIMIT 35 MPH,16000MD00193  01EE**************,16,MD,193,  ,0,UNIVERSITY BLVD,35,16000MD00193--1-----,PRINCE GEORGE'S
-76.972162967509263,38.984133417209861,141,18.06,SPEED LIMIT 35 MPH,16000MD00193  09WW**************,16,MD,193,  ,0,GLENN DALE BLVD (WB/L),35,16000MD00193--2-----,PRINCE GEORGE'S
