,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0: 00,,,,,0 ,,,,,,,0 ,,,,,,13 ,,,,12 ,,,0 ,,,,0 ,,,,0 ,,,13 ,,,,,,13 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1: 00,,,,,0 ,,,,,,,0 ,,,,,,7 ,,,,6 ,,,0 ,,,,0 ,,,,0 ,,,7 ,,,,,,7 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2: 00,,,,,0 ,,,,,,,0 ,,,,,,3 ,,,,2 ,,,0 ,,,,0 ,,,,0 ,,,3 ,,,,,,3 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3: 00,,,,,0 ,,,,,,,0 ,,,,,,2 ,,,,1 ,,,0 ,,,,0 ,,,,0 ,,,2 ,,,,,,2 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4: 00,,,,,0 ,,,,,,,0 ,,,,,,1 ,,,,1 ,,,0 ,,,,0 ,,,,0 ,,,1 ,,,,,,1 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5: 00,,,,,0 ,,,,,,,0 ,,,,,,8 ,,,,5 ,,,0 ,,,,0 ,,,,0 ,,,7 ,,,,,,7 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6: 00,,,,,0 ,,,,,,,0 ,,,,,,30 ,,,,21 ,,,0 ,,,,0 ,,,,0 ,,,26 ,,,,,,26 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7: 00,,,,,0 ,,,,,,,0 ,,,,,,90 ,,,,77 ,,,0 ,,,,0 ,,,,0 ,,,84 ,,,,,,84 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8: 00,,,,,0 ,,,,,,,0 ,,,,,,94 ,,,,80 ,,,0 ,,,,0 ,,,,0 ,,,87 ,,,,,,87 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9: 00,,,,,0 ,,,,,,,0 ,,,,,,90 ,,,,88 ,,,0 ,,,,0 ,,,,0 ,,,89 ,,,,,,89 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10: 00,,,,,0 ,,,,,,,0 ,,,,,,99 ,,,,85 ,,,0 ,,,,0 ,,,,0 ,,,92 ,,,,,,92 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,11: 00,,,,,0 ,,,,,,,0 ,,,,,,112 ,,,,120 ,,,0 ,,,,0 ,,,,0 ,,,116 ,,,,,,116 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12: 00,,,,,0 ,,,,,,,0 ,,,,,,116 ,,,,113 ,,,0 ,,,,0 ,,,,0 ,,,115 ,,,,,,115 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,13: 00,,,,,0 ,,,,,,,0 ,,,,,,108 ,,,,118 ,,,0 ,,,,0 ,,,,0 ,,,113 ,,,,,,113 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14: 00,,,,,0 ,,,,,,,0 ,,,,,,134 ,,,,129 ,,,0 ,,,,0 ,,,,0 ,,,132 ,,,,,,132 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15: 00,,,,,0 ,,,,,,,0 ,,,,,,133 ,,,,128 ,,,0 ,,,,0 ,,,,0 ,,,131 ,,,,,,131 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,16: 00,,,,,0 ,,,,,,,0 ,,,,,,156 ,,,,141 ,,,0 ,,,,0 ,,,,0 ,,,149 ,,,,,,149 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17: 00,,,,,0 ,,,,,,,0 ,,,,,,98 ,,,,97 ,,,0 ,,,,0 ,,,,0 ,,,98 ,,,,,,98 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18: 00,,,,,0 ,,,,,,,0 ,,,,,,67 ,,,,62 ,,,0 ,,,,0 ,,,,0 ,,,65 ,,,,,,65 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,19: 00,,,,,0 ,,,,,,,0 ,,,,,,57 ,,,,58 ,,,0 ,,,,0 ,,,,0 ,,,58 ,,,,,,58 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20: 00,,,,,0 ,,,,,,,0 ,,,,,,71 ,,,,63 ,,,0 ,,,,0 ,,,,0 ,,,67 ,,,,,,67 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,21: 00,,,,,0 ,,,,,,,0 ,,,,,,32 ,,,,34 ,,,0 ,,,,0 ,,,,0 ,,,33 ,,,,,,33 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,22: 00,,,,,0 ,,,,,,,0 ,,,,,,10 ,,,,12 ,,,0 ,,,,0 ,,,,0 ,,,11 ,,,,,,11 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,23: 00,,,,,0 ,,,,,,,0 ,,,,,,20 ,,,,15 ,,,0 ,,,,0 ,,,,0 ,,,18 ,,,,,,18 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total :,,,,,,,0 ,,,,,,0 ,,,,,"1,551 ",,,"1,468 ",,,,0 ,,,,0 ,,,,0 ,,,"1,510 ",,,,,,"1,510 ",,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMPeak Period HR. ,,,,,,,,,,,,,,,,,,,11:00,,,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6AM to 12PM CT. ,,,,,,,,,,,,,,,,,,,112 ,,,120 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PMPeak Period HR.,,,,,,,,,,,,,,,,,,,16:00,,,,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12PM to 6PM CT. ,,,,,,,,,,,,,,,,,,,156 ,,,,141 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date:  10/2/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,*** Summary of Total Report ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Beginning Hour ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Sun,,,,,,Mon,,,,,,,Tue,,,,Wed,,,Thu,,,,,Fri,,,Sat,,,,,Daily Avg,,,,Weekday Avg,,,Weekend Avg,,,,,
,,,0: 00,,,,0 ,,,,,,0 ,,,,,,,18 ,,,,15 ,,,,0 ,,,,,0 ,,,,0 ,,,,,17 ,,,,17 ,,,0 ,,,
,,,1: 00,,,,0 ,,,,,,0 ,,,,,,,9 ,,,,6 ,,,,0 ,,,,,0 ,,,,0 ,,,,,8 ,,,,8 ,,,0 ,,,
,,,2: 00,,,,0 ,,,,,,0 ,,,,,,,3 ,,,,3 ,,,,0 ,,,,,0 ,,,,0 ,,,,,3 ,,,,3 ,,,0 ,,,
,,,3: 00,,,,0 ,,,,,,0 ,,,,,,,3 ,,,,2 ,,,,0 ,,,,,0 ,,,,0 ,,,,,3 ,,,,3 ,,,0 ,,,
,,,4: 00,,,,0 ,,,,,,0 ,,,,,,,1 ,,,,3 ,,,,0 ,,,,,0 ,,,,0 ,,,,,2 ,,,,2 ,,,0 ,,,
,,,5: 00,,,,0 ,,,,,,0 ,,,,,,,11 ,,,,6 ,,,,0 ,,,,,0 ,,,,0 ,,,,,9 ,,,,9 ,,,0 ,,,
,,,6: 00,,,,0 ,,,,,,0 ,,,,,,,43 ,,,,45 ,,,,0 ,,,,,0 ,,,,0 ,,,,,44 ,,,,44 ,,,0 ,,,
,,,7: 00,,,,0 ,,,,,,0 ,,,,,,,173 ,,,,147 ,,,,0 ,,,,,0 ,,,,0 ,,,,,160 ,,,,160 ,,,0 ,,,
,,,8: 00,,,,0 ,,,,,,0 ,,,,,,,213 ,,,,179 ,,,,0 ,,,,,0 ,,,,0 ,,,,,196 ,,,,196 ,,,0 ,,,
,,,9: 00,,,,0 ,,,,,,0 ,,,,,,,160 ,,,,185 ,,,,0 ,,,,,0 ,,,,0 ,,,,,173 ,,,,173 ,,,0 ,,,
,,,10: 00,,,,0 ,,,,,,0 ,,,,,,,178 ,,,,147 ,,,,0 ,,,,,0 ,,,,0 ,,,,,163 ,,,,163 ,,,0 ,,,
,,,11: 00,,,,0 ,,,,,,0 ,,,,,,,184 ,,,,189 ,,,,0 ,,,,,0 ,,,,0 ,,,,,187 ,,,,187 ,,,0 ,,,
,,,12: 00,,,,0 ,,,,,,0 ,,,,,,,203 ,,,,200 ,,,,0 ,,,,,0 ,,,,0 ,,,,,202 ,,,,202 ,,,0 ,,,
,,,13: 00,,,,0 ,,,,,,0 ,,,,,,,186 ,,,,205 ,,,,0 ,,,,,0 ,,,,0 ,,,,,196 ,,,,196 ,,,0 ,,,
,,,14: 00,,,,0 ,,,,,,0 ,,,,,,,208 ,,,,207 ,,,,0 ,,,,,0 ,,,,0 ,,,,,208 ,,,,208 ,,,0 ,,,
,,,15: 00,,,,0 ,,,,,,0 ,,,,,,,209 ,,,,212 ,,,,0 ,,,,,0 ,,,,0 ,,,,,211 ,,,,211 ,,,0 ,,,
,,,16: 00,,,,0 ,,,,,,0 ,,,,,,,237 ,,,,220 ,,,,0 ,,,,,0 ,,,,0 ,,,,,229 ,,,,229 ,,,0 ,,,
,,,17: 00,,,,0 ,,,,,,0 ,,,,,,,151 ,,,,167 ,,,,0 ,,,,,0 ,,,,0 ,,,,,159 ,,,,159 ,,,0 ,,,
,,,18: 00,,,,0 ,,,,,,0 ,,,,,,,108 ,,,,143 ,,,,0 ,,,,,0 ,,,,0 ,,,,,126 ,,,,126 ,,,0 ,,,
,,,19: 00,,,,0 ,,,,,,0 ,,,,,,,112 ,,,,100 ,,,,0 ,,,,,0 ,,,,0 ,,,,,106 ,,,,106 ,,,0 ,,,
,,,20: 00,,,,0 ,,,,,,0 ,,,,,,,93 ,,,,88 ,,,,0 ,,,,,0 ,,,,0 ,,,,,91 ,,,,91 ,,,0 ,,,
,,,21: 00,,,,0 ,,,,,,0 ,,,,,,,49 ,,,,48 ,,,,0 ,,,,,0 ,,,,0 ,,,,,49 ,,,,49 ,,,0 ,,,
,,,22: 00,,,,0 ,,,,,,0 ,,,,,,,24 ,,,,16 ,,,,0 ,,,,,0 ,,,,0 ,,,,,20 ,,,,20 ,,,0 ,,,
,,,23: 00,,,,0 ,,,,,,0 ,,,,,,,24 ,,,,22 ,,,,0 ,,,,,0 ,,,,0 ,,,,,23 ,,,,23 ,,,0 ,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total:,,,,0 ,,,,,,0 ,,,,,,,,"2,600 ",,,,"2,555 ",,,,0 ,,,,,0 ,,,0 ,,,,,"2,578 ",,,,"2,578 ",,,0 ,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMPeak Period HR.: ,,,,,,,,,,,,,,,,,,,8:00,,,,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6AM to 12PM CT.: ,,,,,,,,,,,,,,,,,,,213 ,,,,189 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PMPeak Period HR.,,,,,,,,,,,,,,,,,,,16:00,,,,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12PM to 6PM CT. ,,,,,,,,,,,,,,,,,,,237 ,,,,220 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
